Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2010-01-04,,,,,,,,,,,
2010-01-05,0.0032331821196496247,,0.008162237809508976,0.018379889601829236,0.003531238758920363,-0.0012892783027312893,0.0003750295620268407,,-0.011904863406661192,-0.009807025023159333,0.0036666682389390193
2010-01-06,0.01699377074377617,,0.011974646560598101,0.0020053749633395235,0.0021108348640856978,-0.01118752592435579,-0.0007501076528125816,,0.005861709602202003,0.01022360292263369,0.0013284418608878745
2010-01-07,-0.007778467438320558,,-0.0014997167392933886,0.02134743990950616,0.0108850267244327,-0.003916439956799356,0.0,,-0.004532610529094816,0.0034789955898570923,0.008291765762406644
2010-01-08,0.013937391824491385,,0.006510077510361256,-0.005878387960370657,0.01597798148467433,0.006552892538860267,-0.0033755435763537234,,-0.0009755191655691497,0.0015758289473299936,-0.0003289614250568951
2010-01-12,-0.019003896395491715,,-0.014446620303822266,-0.014445576770001245,-0.008116364272082066,-0.010892697441146293,0.005630678352823715,,-0.004187683608668724,-0.007196350502813198,-0.012858415324979444
2010-01-13,0.01174040117981523,,0.0037067866414755013,0.011326254272980618,0.004091301566870875,0.009691211322293114,0.007092331324403123,,0.010999112582436466,0.01323647399022243,0.011355675311813584
2010-01-14,-0.012184652556252673,,0.002853811032684783,0.004611290994116279,0.0,0.0026179327672799513,-0.0029653288886004603,,-0.004479972355925899,0.009020222597611927,0.0
2010-01-15,-0.0073419838181743025,,-0.008035168934079406,-0.020327942842109925,-0.012902867111483585,-0.013925096993155806,-0.004832500319663202,,-0.0064282744415560256,-0.006781648109186689,-0.00990726452291335
2010-01-19,0.015976088593212756,,0.009112406677712404,0.012717607621279603,0.011007359553258489,0.01721107713050518,0.0059766334804296495,,0.01164637765709542,0.02420823896576385,0.013342099569879862
2010-01-20,-0.017763330462430504,,-0.015551958213272044,-0.0026437903531114637,-0.01531086605565346,-0.01605228233873679,-0.007426760816424349,,-0.010553428140144594,-0.008484742370540421,-0.013495456985082366
2010-01-21,-0.04328496717702479,,-0.020384030070618286,-0.028495980679248523,-0.023151488614982174,-0.010581812657328826,-0.014216284947919267,,-0.014543997761177208,-0.021699454600486723,-0.012679651618609178
2010-01-22,-0.019832457866865938,,-0.023755795485052578,-0.032741977119464694,-0.015210860242765634,-0.03475941207228561,-0.0022766143146270013,,-0.021974577754388935,-0.010933536694618384,-0.019263460487951245
2010-01-25,0.008852373978148753,,0.006572389362027975,0.005641827077912165,0.006465913441354276,0.008310010844125637,0.0019020280975492465,,0.006706580015200192,0.0,0.00516915088227532
2010-01-26,-0.014102423383872353,,-0.0063527319571662355,-0.017531470342952105,-0.004282946623174633,-0.0027472827718891812,-0.0011394065912584406,,0.003997736701299548,-0.005685226381904829,0.0013710917304980974
2010-01-27,-0.008582197406517778,,-0.003906790811110672,0.0242682668103138,0.0028675179222177327,0.008264661886484337,0.002280743929987894,,-0.006635814561623543,0.006988137089763757,0.001711736409429232
2010-01-28,-0.017954684794173836,,-0.010519337189480171,-0.004878333298757531,-0.01143672303445531,-0.028688564284695017,-0.0026546276399078694,,-0.0076818322576105436,-0.0063088874310539556,-0.005809911105973731
2010-01-29,-0.01599714192892432,,-0.018017732027908573,-0.007002572277707286,-0.010122556490700596,-0.01734670316691511,-0.003802498845480895,,-0.006059004637488208,-0.006984257624301771,-0.0061874793812488615
2010-02-01,0.0398142873922136,,0.03302732065208436,0.01692559115087855,0.014974610888978113,0.01145084645319061,0.007633914146809362,,0.006434360260012761,0.005754533169479048,0.012798322272346452
2010-02-02,0.0031901739041459987,,0.013144090947856402,0.009708328599993044,0.01907096068220504,0.009905263644861106,0.014393761511177328,,0.008075064710188373,0.0206610350315799,0.014002535716999276
2010-02-03,-0.011449643540928811,,-0.008590209532593707,-0.010988949818477978,-0.006003060437226537,0.0023356589107925707,-0.007094760465469752,,-0.007009138104653645,-0.013391688026926363,0.0006737344059746242
2010-02-04,-0.0373233710246752,,-0.041025916090252634,-0.043055286163565576,-0.029484506307780434,-0.027959071886732967,-0.020308445047590995,,-0.026218611685881243,-0.02525219639116838,-0.028946311263730817
2010-02-05,0.018716441579802456,,0.00018457649749725746,0.011611301182383071,-0.0043924029484094795,0.010067392379628615,-0.0026872376417235166,,-0.0017260680989662491,-0.001619042947888616,-0.0027732421452076883
2010-02-08,-0.016075956757096166,,-0.009218317032481438,-0.020086797703656734,-0.011029358524618282,-0.004271464746872233,-0.00115508278751697,,-0.011410189200454113,-0.004865736307006818,-0.006256623311783893
2010-02-09,0.024341480920863523,,0.021026900737892484,0.010249388045571628,0.019330798947785333,0.008579464210686005,0.011946795707036273,,0.010143117279656,0.007822982819009061,0.015390168995866205
2010-02-10,-0.006836018676682376,,-0.004191744525056329,0.007970670750715003,-0.0014584817180903764,-0.002835233782816804,-0.0011426544892206847,,-0.004501119430375122,-0.006144824680407557,-0.0041335115934180156
2010-02-12,-0.0019340062594028762,,0.0003600190693970884,0.0007168106120618578,-0.007916974963330992,0.0018760819339571633,0.0,,-0.003803205504929519,-0.002262636750192115,0.0
2010-02-16,0.025185766509422614,,0.023565216331321137,0.020788595020712286,0.023576470293817486,0.01498132520562856,0.010211776980947995,,0.017354696497465794,0.008746525442889563,0.016068589643031705
2010-02-17,0.0006297110330739653,,-0.0014063021025911837,0.00351128437922843,0.008504454981681953,0.002767448535191397,0.007113575020183616,,-0.004093560378150896,0.007707018341299943,0.008075012420243999
2010-02-18,0.010702158055470035,,0.005631994489990744,0.006298088050418649,0.00913560308033512,0.0064398124137354795,0.005947969411315146,,0.005481309667953127,0.004779976751104531,0.006342216922695654
2010-02-19,0.0056058684232378475,,0.0038504948143349704,0.00556335891696591,0.004874520909058155,-0.00274258399541516,0.002217313641409424,,0.013969010947662452,0.0,0.002321669792617831
2010-02-22,-0.004335841631105564,,-0.0137726978306415,0.013139444428934777,0.0006929439430829465,-0.001832984404902871,0.0,,-0.005376549340539327,-0.0028545329168092604,-0.0003310743312153752
2010-02-23,-0.015863197904248283,,-0.016616533230385477,-0.01842986542946934,-0.012811566503921124,-0.012396341795547938,-0.00553102009721107,,-0.006756764317963904,-0.009541632039423042,-0.005958240103853374
2010-02-24,-0.002528450806076332,,0.006291565626865836,0.017384954673604014,0.01017212002213097,0.009762510080357112,0.006303824555799364,,0.0010205388801314275,0.007385849030969283,0.012987182530538544
2010-02-25,-0.0022179386874227047,,0.0005356122176767286,-0.002733933373930797,-0.002430713448186572,-0.0027621348802274737,0.000736421340185256,,-0.002038659227862172,0.0006377887945487881,0.0016433442688807975
2010-02-26,0.0003177112226921963,,0.002321049652764362,0.006168587475405385,0.003828794943065761,0.0013847835937403907,-0.0047863471910643,,-0.007831257088360744,0.0003185316345615252,0.0016413333086664483
2010-03-01,0.01523804176259902,,0.009262584469712287,0.0027250458854790605,0.013176134525044736,0.01290931609127588,0.0070292493404791045,,0.014413318039092182,0.009553942586890685,0.015727301223141588
2010-03-02,0.008442899896733413,,0.008295412829198323,0.003396997296654103,0.001711104487506443,-0.0013656745196178877,0.0036736562585844013,,0.003044932277066481,0.0034698999329758617,-0.005161211147054701
2010-03-03,0.00868193804488171,,0.004375771896848901,0.0006770571441085949,0.0013664749239181706,0.00045595509343199225,0.00036578486183036496,,-0.001686816521752843,-0.004086789562328885,0.0029181865241403315
