Price,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
Ticker,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
Date,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,11.913844949442588,,17.118052830739256,8.88433913644955,20.811176031882773,9.337982791982773,17.204773956241564,,9.005801367888028,23.97678235661871,12.292233154508661,12.069952011108398,,17.38109016418457,8.988356590270996,20.981576919555664,9.390443801879883,17.347875595092773,,8.948219299316406,24.08344841003418,12.333344459533691
2010-01-05,12.091237144656004,,17.404739660673165,8.976119845907544,20.95194582781182,9.402549264925167,17.360886350849402,,8.922306750921065,24.045353875505025,12.337455437687282,12.108976364135742,,17.522958755493164,9.15356159210205,21.055667877197266,9.378336906433105,17.354381561279297,,8.841691970825195,23.847261428833008,12.37856674194336
2010-01-06,12.112523456337753,,17.53181828316859,9.147443388742696,21.003799817597905,9.378337775280299,17.3348591203193,,8.835937862617634,23.847259288089287,12.370344478972184,12.314753532409668,,17.732789993286133,9.171917915344238,21.100112915039062,9.273416519165039,17.34136390686035,,8.893519401550293,24.091066360473633,12.395010948181152
2010-01-07,12.254443424963746,,17.655953453098622,9.19027243562383,21.063072802333373,9.281487710308316,17.393400958527568,,8.881999573786151,23.99964392752003,12.473121009026528,12.218963623046875,,17.706195831298828,9.367714881896973,21.329788208007812,9.23709774017334,17.34136390686035,,8.853208541870117,24.17487907409668,12.497787475585938
2010-01-08,12.190582605709533,,17.64413698194009,9.318766451129731,21.337200831992774,9.224989614324915,17.3023417429366,,8.84169290882938,24.220593657281373,12.452565669654778,12.389264106750488,,17.82146453857422,9.312647819519043,21.670595169067383,9.297627449035645,17.282827377319336,,8.844572067260742,24.212974548339844,12.49367618560791
2010-01-11,12.545374576969733,,17.93671760369286,9.404427193672467,21.818770575632918,9.337980295417255,17.276322536388495,,8.867604976392784,24.34249335292828,12.51834502997358,12.321856498718262,,17.79781150817871,9.318765640258789,21.90767478942871,9.261307716369629,17.328359603881836,,8.9367036819458,24.35011100769043,12.469011306762695
2010-01-12,12.144459550993982,,17.525916176017613,9.245337695971129,21.722455200764976,9.208851826099862,17.26331403376003,,8.910796234119477,24.243449601573882,12.395012626677289,12.087693214416504,,17.540693283081055,9.184150695800781,21.7298641204834,9.16042709350586,17.42593002319336,,8.899279594421387,24.17487907409668,12.308679580688477
2010-01-13,12.11962223219384,,17.531826232152536,9.184155272560195,21.69281875128682,9.200777244591823,17.432436760235515,,8.92230730409792,24.23582395685753,12.35800794349166,12.229607582092285,,17.605712890625,9.288172721862793,21.818767547607422,9.249202728271484,17.54952049255371,,8.997163772583008,24.494869232177734,12.448452949523926
2010-01-14,12.222510543478286,,17.60275778442748,9.257578895574012,21.78913187171702,9.241133114952426,17.523499546546965,,8.98564721259235,24.540583289250325,12.411452862353041,12.080594062805176,,17.655956268310547,9.331003189086914,21.818767547607422,9.273416519165039,17.497480392456055,,8.956856727600098,24.715818405151367,12.448452949523926
2010-01-15,12.066404092026374,,17.6352617147765,9.275935126884484,21.74468846425093,9.289559004716521,17.52350275668649,,8.893521274572342,24.624392593679545,12.423789501168889,11.991898536682129,,17.514087677001953,9.14132308959961,21.537242889404297,9.144283294677734,17.41292381286621,,8.899279594421387,24.54820442199707,12.325122833251953
2010-01-19,12.00963456712319,,17.46680035950822,9.104612350574715,21.61131910981477,9.164461572029364,17.458452621216825,,8.902155600371794,24.63200622019764,12.386787983978964,12.18348217010498,,17.673683166503906,9.25757884979248,21.774311065673828,9.301666259765625,17.51699447631836,,9.002923965454102,25.142473220825195,12.4895658493042
2010-01-20,12.027377935829755,,17.48453154318258,9.196391966997409,21.537240654433553,9.229026654863373,17.48446928610387,,8.971252090970482,25.22628368856301,12.390902448774495,11.967062950134277,,17.398822784423828,9.23310375213623,21.440927505493164,9.152353286743164,17.386899948120117,,8.907912254333496,24.92914581298828,12.321013450622559
2010-01-21,11.981253816782266,,17.413597751028583,9.226982708036285,21.426106618950445,9.180602908723595,17.373888968202078,,8.919431107348487,24.921522698502535,12.325120499469504,11.449069023132324,,17.044164657592773,8.96999740600586,20.944538116455078,9.05550479888916,17.13972282409668,,8.778355598449707,24.38819694519043,12.164787292480469
2010-01-22,11.41714072304742,,16.961412683219287,8.93940593682363,20.966755389638198,9.039362485168898,17.074683125486267,,8.781233345878425,24.31202107085735,12.11545102747972,11.222005844116211,,16.639266967773438,8.676301956176758,20.625953674316406,8.740740776062012,17.1007022857666,,8.585454940795898,24.12154769897461,11.930451393127441
2010-01-25,11.339086463428536,,16.75158280659209,8.798676438306263,20.87045028064795,8.821447468901262,17.224292899234005,,8.666066694466185,24.365353382473078,12.0085657476399,11.3213472366333,,16.748626708984375,8.725252151489258,20.759319305419922,8.813376426696777,17.133228302001953,,8.643033981323242,24.12154769897461,11.992121696472168
2010-01-26,11.197167926393506,,16.60971687091626,8.670185188180081,20.640773989406394,8.797233861544058,17.048659944048268,,8.637279427213196,24.030125903946782,11.93045339147985,11.161688804626465,,16.642227172851562,8.572285652160645,20.670408248901367,8.789163589477539,17.113706588745117,,8.677586555480957,23.984411239624023,12.008563995361328
2010-01-27,11.108471396256157,,16.59494267520548,8.596759099255944,20.59632329628893,8.79320149034335,17.094196703909695,,8.68046438338645,23.900592868735774,12.012674659421066,11.065896987915039,,16.57720947265625,8.780320167541504,20.72968101501465,8.86180305480957,17.152738571166992,,8.620003700256348,24.15201759338379,12.029119491577148
2010-01-28,11.136852650027924,,16.698374670905036,8.847623596238234,20.75931683393257,8.817413156083814,17.178755881518082,,8.608489206450674,24.22821270171525,12.082564490089194,10.867212295532227,,16.402828216552734,8.737486839294434,20.49260139465332,8.60757064819336,17.10720443725586,,8.553786277770996,23.999645233154297,11.95923137664795
2010-01-29,10.952365113623424,,16.524007030151687,8.798676000894055,20.529652657252388,8.688277743731389,17.185255920438095,,8.553782041603178,24.075831177844776,11.988011758212668,10.693367958068848,,16.10728645324707,8.676301956176758,20.28516387939453,8.458257675170898,17.04215431213379,,8.501958847045898,23.8320255279541,11.885233879089355
2010-02-01,10.806901256721453,,16.2993891846831,8.731372579635007,20.51483849890771,8.498615341827334,17.146234735168672,,8.510598072803486,23.870122198315354,11.909899803718705,11.11911678314209,,16.639266967773438,8.823153495788574,20.588926315307617,8.5551118850708,17.172252655029297,,8.556663513183594,23.969167709350586,12.037344932556152
2010-02-02,11.168779935887773,,16.701334572384816,8.829268660082864,20.707453998187397,8.5833567700155,17.204772898939115,,8.576815089315891,24.03773420792831,12.066120339317871,11.15458869934082,,16.857975006103516,8.908811569213867,20.981576919555664,8.639852523803711,17.41942596435547,,8.62575912475586,24.46439552307129,12.20589828491211
2010-02-03,11.112022149527933,,16.810692396211074,8.859861405885505,20.92230208359887,8.607572021842849,17.373894301467615,,8.579695230300006,24.380581553482465,12.17301129743103,11.026872634887695,,16.71316146850586,8.8109130859375,20.855623245239258,8.660032272338867,17.295839309692383,,8.565299987792969,24.136775970458984,12.21412181854248
2010-02-04,10.877856989956204,,16.58016042191442,8.731372539995297,20.71486505469604,8.607570708436787,17.243801810388785,,8.524991983409787,23.93869252860333,12.115456761411679,10.615312576293945,,16.027488708496094,8.431556701660156,20.240705490112305,8.417905807495117,16.94458770751953,,8.340729713439941,23.52726936340332,11.860568046569824
2010-02-05,10.647242483693308,,16.02453593933106,8.480508261810341,20.28515646591925,8.430014294175201,16.912063150713877,,8.358003229729517,23.45870271801854,11.85645349352503,10.813993453979492,,16.030447006225586,8.529458045959473,20.15180015563965,8.502652168273926,16.8990535736084,,8.326333045959473,23.489177703857422,11.827675819396973
2010-02-08,10.835282998150536,,16.03340151909276,8.547808205338061,20.20366311933538,8.5147588961512,16.944579146159533,,8.334975547879468,23.504407472018123,11.85234114500246,10.640148162841797,,15.882673263549805,8.358128547668457,19.92953872680664,8.466333389282227,16.879533767700195,,8.231328010559082,23.37488555908203,11.753674507141113
2010-02-09,10.803352370787717,,16.101373699417532,8.462150146927943,20.15180064116109,8.559146836126338,17.03565781357659,,8.303303250886,23.672030620641525,11.856454149932924,10.899145126342773,,16.216636657714844,8.443794250488281,20.31479263305664,8.538969993591309,17.08119010925293,,8.3148193359375,23.55774688720703,11.934565544128418
2010-02-10,10.913335828887798,,16.22254728515688,8.456029284230455,20.329617412174073,8.559149237364759,17.09419615849958,,8.332096268209051,23.58060617534049,11.946900449736745,10.824638366699219,,16.14866065979004,8.511096954345703,20.28516387939453,8.51476001739502,17.06167221069336,,8.277393341064453,23.412988662719727,11.885233879089355
2010-02-11,10.817546424631363,,16.116152371480897,8.511101427954761,20.262940771012563,8.514756479412545,17.055162230214567,,8.28602593871989,23.260606602587014,11.852340445820063,11.009133338928223,,16.423521041870117,8.529458045959473,20.588926315307617,8.603535652160645,17.198265075683594,,8.326333045959473,23.572982788085938,12.025007247924805
2010-02-12,10.813994657755812,,16.22550709580857,8.431554616427686,20.3147933295401,8.54300322345366,17.081181380540343,,8.277391887061656,23.397741431779917,11.885229323167028,10.987841606140137,,16.429433822631836,8.535572052001953,20.42592430114746,8.61967658996582,17.198265075683594,,8.294666290283203,23.51964569091797,12.025007247924805
2010-02-16,11.126210981033518,,16.639268401199452,8.596759186403329,20.640781414826815,8.6721373965908,17.23729310158178,,8.306179750316511,23.755837304999492,12.152454384806248,11.264578819274902,,16.81659698486328,8.713014602661133,20.907495498657227,8.748810768127441,17.373889923095703,,8.438617706298828,23.725360870361328,12.218232154846191
